Month,¸ðµ¨,ÆÇ¸Å·®,Á¡À¯À²,Àü¿ù´ëºñ,Àü¿ù´ëºñº¯È­·®,Àü³â´ëºñ,Àü³â´ëºñº¯È­·®
2023-06-00,GLA-Class,121,0.10%,75,46¡ã,54,67¡ã
2023-07-00,GLA-Class,63,0.00%,121,58¡å,19,44¡ã
2023-08-00,GLA-Class,67,0.10%,63,4¡ã,11,56¡ã
2023-09-00,GLA-Class,71,0.10%,67,4¡ã,5,66¡ã
2023-10-00,GLA-Class,101,0.10%,71,30¡ã,0,101¡ã
2023-11-00,GLA-Class,58,0.00%,101,43¡å,10,48¡ã
2023-12-00,GLA-Class,87,0.10%,0,87¡ã,0,87¡ã
2023-12-00,GLA-Class,2,0.00%,58,56¡å,862,860¡å
2024-01-00,GLA-Class,47,0.00%,87,40¡å,0,47¡ã
2024-02-00,GLA-Class,66,0.10%,47,19¡ã,0,66¡ã
2024-02-00,GLA-Class,1,0.00%,0,1¡ã,0,1¡ã
2024-03-00,GLA-Class,48,0.00%,66,18¡å,0,48¡ã
2024-04-00,GLA-Class,84,0.10%,48,36¡ã,0,84¡ã
2024-05-00,GLA-Class,45,0.00%,84,39¡å,0,45¡ã
2024-05-00,GLA-Class,2,0.00%,0,2¡ã,75,73¡å
2024-06-00,GLA-Class,75,0.10%,45,30¡ã,0,75¡ã
2024-06-00,GLA-Class,1,0.00%,2,1¡å,121,120¡å
2024-07-00,GLA-Class,70,0.10%,75,5¡å,0,70¡ã
2024-08-00,GLA-Class,37,0.00%,70,33¡å,0,37¡ã
2024-09-00,GLA-Class,35,0.00%,37,2¡å,0,35¡ã
2024-09-00,GLA-Class,4,0.00%,0,4¡ã,71,67¡å
2022-01-00,GLB-Class,1,0.00%,125,124¡å,337,336¡å
2022-02-00,GLB-Class,91,0.10%,1,90¡ã,978,887¡å
2022-03-00,GLB-Class,263,0.20%,91,172¡ã,626,363¡å
2022-04-00,GLB-Class,474,0.30%,263,211¡ã,463,11¡ã
2022-05-00,GLB-Class,161,0.10%,474,313¡å,313,152¡å
2022-06-00,GLB-Class,373,0.30%,161,212¡ã,600,227¡å
2022-07-00,GLB-Class,499,0.40%,373,126¡ã,105,394¡ã
2022-08-00,GLB-Class,121,0.10%,499,378¡å,625,504¡å
2022-09-00,GLB-Class,216,0.20%,121,95¡ã,511,295¡å
2022-10-00,GLB-Class,349,0.20%,216,133¡ã,348,1¡ã
2022-11-00,GLB-Class,315,0.20%,349,34¡å,188,127¡ã
2022-12-00,GLB-Class,493,0.30%,315,178¡ã,125,368¡ã
2023-01-00,GLB-Class,46,0.00%,493,447¡å,1,45¡ã
2023-02-00,GLB-Class,159,0.10%,46,113¡ã,91,68¡ã
2023-03-00,GLB-Class,172,0.10%,159,13¡ã,263,91¡å
2023-04-00,GLB-Class,204,0.10%,172,32¡ã,474,270¡å
2023-05-00,GLB-Class,200,0.10%,204,4¡å,161,39¡ã
2023-06-00,GLB-Class,272,0.20%,200,72¡ã,373,101¡å
2023-07-00,GLB-Class,162,0.10%,272,110¡å,499,337¡å
2023-08-00,GLB-Class,246,0.20%,162,84¡ã,121,125¡ã
2023-09-00,GLB-Class,227,0.20%,246,19¡å,216,11¡ã
2023-10-00,GLB-Class,264,0.20%,227,37¡ã,349,85¡å
2023-11-00,GLB-Class,129,0.10%,264,135¡å,315,186¡å
2023-12-00,GLB-Class,176,0.10%,0,176¡ã,0,176¡ã
2024-01-00,GLB-Class,100,0.10%,176,76¡å,0,100¡ã
2024-02-00,GLB-Class,76,0.10%,100,24¡å,0,76¡ã
2024-03-00,GLB-Class,82,0.10%,76,6¡ã,0,82¡ã
2024-04-00,GLB-Class,221,0.20%,82,139¡ã,0,221¡ã
2024-05-00,GLB-Class,188,0.10%,221,33¡å,0,188¡ã
2024-06-00,GLB-Class,156,0.10%,188,32¡å,0,156¡ã
2024-07-00,GLB-Class,57,0.00%,156,99¡å,0,57¡ã
2024-08-00,GLB-Class,79,0.10%,57,22¡ã,0,79¡ã
2024-09-00,GLB-Class,106,0.10%,79,27¡ã,0,106¡ã
2022-01-00,GLC-Class,33,0.00%,251,218¡å,467,434¡å
2022-02-00,GLC-Class,154,0.10%,33,121¡ã,355,201¡å
2022-03-00,GLC-Class,613,0.40%,154,459¡ã,"1,175",562¡å
2022-04-00,GLC-Class,376,0.30%,613,237¡å,713,337¡å
2022-05-00,GLC-Class,194,0.10%,376,182¡å,655,461¡å
2022-06-00,GLC-Class,398,0.30%,194,204¡ã,373,25¡ã
2022-07-00,GLC-Class,684,0.50%,398,286¡ã,238,446¡ã
2022-08-00,GLC-Class,700,0.50%,684,16¡ã,279,421¡ã
2022-09-00,GLC-Class,482,0.30%,700,218¡å,"1,381",899¡å
2022-10-00,GLC-Class,475,0.30%,482,7¡å,282,193¡ã
2022-11-00,GLC-Class,404,0.30%,475,71¡å,112,292¡ã
2022-12-00,GLC-Class,649,0.40%,404,245¡ã,251,398¡ã
2023-01-00,GLC-Class,144,0.10%,649,505¡å,33,111¡ã
2023-02-00,GLC-Class,314,0.20%,144,170¡ã,154,160¡ã
2023-03-00,GLC-Class,657,0.40%,314,343¡ã,613,44¡ã
2023-04-00,GLC-Class,804,0.50%,657,147¡ã,376,428¡ã
2023-05-00,GLC-Class,656,0.40%,804,148¡å,194,462¡ã
2023-06-00,GLC-Class,220,0.10%,656,436¡å,398,178¡å
2023-07-00,GLC-Class,687,0.50%,0,687¡ã,0,687¡ã
2023-07-00,GLC-Class,31,0.00%,220,189¡å,684,653¡å
2023-08-00,GLC-Class,"1,140",0.90%,687,453¡ã,0,"1,140¡ã"
2023-08-00,GLC-Class,24,0.00%,31,7¡å,700,676¡å
2023-09-00,GLC-Class,333,0.30%,"1,140",807¡å,0,333¡ã
2023-09-00,GLC-Class,15,0.00%,24,9¡å,482,467¡å
2023-10-00,GLC-Class,431,0.30%,333,98¡ã,0,431¡ã
2023-10-00,GLC-Class,16,0.00%,15,1¡ã,475,459¡å
2023-11-00,GLC-Class,482,0.30%,431,51¡ã,0,482¡ã
2023-11-00,GLC-Class,14,0.00%,16,2¡å,404,390¡å
2023-12-00,GLC-Class,911,0.60%,482,429¡ã,0,911¡ã
2023-12-00,GLC-Class,39,0.00%,14,25¡ã,649,610¡å
2024-01-00,GLC-Class,319,0.30%,911,592¡å,0,319¡ã
2024-01-00,GLC-Class,2,0.00%,39,37¡å,144,142¡å
2024-02-00,GLC-Class,268,0.20%,319,51¡å,0,268¡ã
2024-03-00,GLC-Class,634,0.40%,268,366¡ã,0,634¡ã
2024-03-00,GLC-Class,3,0.00%,0,3¡ã,657,654¡å
2024-04-00,GLC-Class,645,0.50%,634,11¡ã,0,645¡ã
2024-04-00,GLC-Class,4,0.00%,3,1¡ã,804,800¡å
2024-05-00,GLC-Class,897,0.60%,645,252¡ã,0,897¡ã
2024-06-00,GLC-Class,835,0.60%,897,62¡å,0,835¡ã
2024-06-00,GLC-Class,1,0.00%,0,1¡ã,220,219¡å
2024-07-00,GLC-Class,626,0.50%,835,209¡å,687,61¡å
2024-08-00,GLC-Class,804,0.60%,626,178¡ã,"1,140",336¡å
2024-08-00,GLC-Class,6,0.00%,0,6¡ã,24,18¡å
2024-09-00,GLC-Class,994,0.80%,804,190¡ã,333,661¡ã
2022-01-00,GLE-Class,132,0.10%,197,65¡å,23,109¡ã
2022-02-00,GLE-Class,301,0.20%,132,169¡ã,750,449¡å
2022-03-00,GLE-Class,"1,247",0.90%,301,946¡ã,509,738¡ã
2022-04-00,GLE-Class,269,0.20%,"1,247",978¡å,"1,207",938¡å
2022-05-00,GLE-Class,558,0.40%,269,289¡ã,685,127¡å
2022-06-00,GLE-Class,776,0.50%,558,218¡ã,598,178¡ã
2022-07-00,GLE-Class,295,0.20%,776,481¡å,419,124¡å
2022-08-00,GLE-Class,400,0.30%,295,105¡ã,353,47¡ã
2022-09-00,GLE-Class,791,0.60%,400,391¡ã,537,254¡ã
2022-10-00,GLE-Class,"1,225",0.90%,791,434¡ã,953,272¡ã
2022-11-00,GLE-Class,642,0.40%,"1,225",583¡å,621,21¡ã
2022-12-00,GLE-Class,500,0.30%,642,142¡å,197,303¡ã
2023-01-00,GLE-Class,109,0.10%,500,391¡å,132,23¡å
2023-02-00,GLE-Class,155,0.10%,109,46¡ã,301,146¡å
2023-03-00,GLE-Class,532,0.30%,155,377¡ã,"1,247",715¡å
2023-04-00,GLE-Class,903,0.60%,532,371¡ã,269,634¡ã
2023-05-00,GLE-Class,595,0.40%,903,308¡å,558,37¡ã
2023-06-00,GLE-Class,772,0.50%,595,177¡ã,776,4¡å
2023-07-00,GLE-Class,363,0.30%,772,409¡å,295,68¡ã
2023-08-00,GLE-Class,433,0.30%,363,70¡ã,400,33¡ã
2023-08-00,GLE-Class,356,0.30%,0,356¡ã,0,356¡ã
2023-09-00,GLE-Class,442,0.30%,356,86¡ã,0,442¡ã
2023-09-00,GLE-Class,251,0.20%,433,182¡å,791,540¡å
2023-10-00,GLE-Class,363,0.30%,442,79¡å,0,363¡ã
2023-10-00,GLE-Class,62,0.00%,251,189¡å,"1,225","1,163¡å"
2023-11-00,GLE-Class,712,0.40%,363,349¡ã,0,712¡ã
2023-11-00,GLE-Class,63,0.00%,62,1¡ã,642,579¡å
2023-12-00,GLE-Class,"1,116",0.80%,712,404¡ã,0,"1,116¡ã"
2023-12-00,GLE-Class,26,0.00%,63,37¡å,500,474¡å
2024-01-00,GLE-Class,530,0.50%,"1,116",586¡å,0,530¡ã
2024-01-00,GLE-Class,1,0.00%,0,1¡ã,0,1¡ã
2024-02-00,GLE-Class,480,0.40%,530,50¡å,0,480¡ã
2024-02-00,GLE-Class,5,0.00%,0,5¡ã,155,150¡å
2024-03-00,GLE-Class,521,0.40%,480,41¡ã,0,521¡ã
2024-03-00,GLE-Class,3,0.00%,5,2¡å,532,529¡å
2024-04-00,GLE-Class,462,0.30%,521,59¡å,0,462¡ã
2024-04-00,GLE-Class,3,0.00%,3,0¡å,903,900¡å
2024-05-00,GLE-Class,471,0.30%,462,9¡ã,0,471¡ã
2024-05-00,GLE-Class,2,0.00%,3,1¡å,595,593¡å
2024-06-00,GLE-Class,519,0.40%,471,48¡ã,0,519¡ã
2024-06-00,GLE-Class,3,0.00%,2,1¡ã,772,769¡å
2024-07-00,GLE-Class,454,0.30%,519,65¡å,0,454¡ã
2024-07-00,GLE-Class,4,0.00%,3,1¡ã,363,359¡å
2024-08-00,GLE-Class,443,0.30%,454,11¡å,356,87¡ã
2024-09-00,GLE-Class,493,0.40%,443,50¡ã,442,51¡ã
2022-01-00,GLS-Class,63,0.10%,40,23¡ã,202,139¡å
2022-02-00,GLS-Class,60,0.00%,63,3¡å,87,27¡å
2022-03-00,GLS-Class,278,0.20%,60,218¡ã,77,201¡ã
2022-04-00,GLS-Class,160,0.10%,278,118¡å,53,107¡ã
2022-05-00,GLS-Class,290,0.20%,160,130¡ã,214,76¡ã
2022-06-00,GLS-Class,316,0.20%,290,26¡ã,198,118¡ã
2022-07-00,GLS-Class,153,0.10%,316,163¡å,116,37¡ã
2022-08-00,GLS-Class,48,0.00%,153,105¡å,56,8¡å
2022-09-00,GLS-Class,200,0.10%,48,152¡ã,117,83¡ã
2022-10-00,GLS-Class,281,0.20%,200,81¡ã,73,208¡ã
2022-11-00,GLS-Class,85,0.10%,281,196¡å,129,44¡å
2022-12-00,GLS-Class,22,0.00%,85,63¡å,40,18¡å
2023-01-00,GLS-Class,22,0.00%,22,0¡å,63,41¡å
2023-02-00,GLS-Class,17,0.00%,22,5¡å,60,43¡å
2023-03-00,GLS-Class,105,0.10%,17,88¡ã,278,173¡å
2023-04-00,GLS-Class,117,0.10%,105,12¡ã,160,43¡å
2023-05-00,GLS-Class,132,0.10%,117,15¡ã,290,158¡å
2023-06-00,GLS-Class,111,0.10%,132,21¡å,316,205¡å
2023-07-00,GLS-Class,36,0.00%,111,75¡å,153,117¡å
2023-08-00,GLS-Class,6,0.00%,36,30¡å,48,42¡å
2023-09-00,GLS-Class,3,0.00%,6,3¡å,200,197¡å
2023-10-00,GLS-Class,2,0.00%,3,1¡å,281,279¡å
2023-11-00,GLS-Class,115,0.10%,2,113¡ã,85,30¡ã
2023-12-00,GLS-Class,183,0.10%,0,183¡ã,0,183¡ã
2023-12-00,GLS-Class,1,0.00%,115,114¡å,22,21¡å
2024-01-00,GLS-Class,110,0.10%,183,73¡å,0,110¡ã
2024-02-00,GLS-Class,75,0.10%,110,35¡å,0,75¡ã
2024-03-00,GLS-Class,92,0.10%,75,17¡ã,0,92¡ã
2024-04-00,GLS-Class,97,0.10%,92,5¡ã,0,97¡ã
2024-05-00,GLS-Class,53,0.00%,97,44¡å,0,53¡ã
2024-06-00,GLS-Class,105,0.10%,53,52¡ã,0,105¡ã
2024-07-00,GLS-Class,91,0.10%,105,14¡å,0,91¡ã
2024-08-00,GLS-Class,109,0.10%,91,18¡ã,0,109¡ã
2024-08-00,GLS-Class,1,0.00%,0,1¡ã,6,5¡å
2024-09-00,GLS-Class,186,0.10%,109,77¡ã,0,186¡ã
2022-05-00,GR 86,40,0.00%,0,40¡ã,0,40¡ã
2022-06-00,GR 86,14,0.00%,40,26¡å,0,14¡ã
2022-08-00,GR 86,1,0.00%,0,1¡ã,0,1¡ã
2022-09-00,GR 86,7,0.00%,1,6¡ã,0,7¡ã
2022-10-00,GR 86,5,0.00%,7,2¡å,0,5¡ã
2022-11-00,GR 86,7,0.00%,5,2¡ã,0,7¡ã
2022-12-00,GR 86,8,0.00%,7,1¡ã,0,8¡ã
2023-01-00,GR 86,4,0.00%,8,4¡å,0,4¡ã
2023-02-00,GR 86,11,0.00%,4,7¡ã,0,11¡ã
2023-03-00,GR 86,22,0.00%,11,11¡ã,0,22¡ã
2023-04-00,GR 86,4,0.00%,22,18¡å,0,4¡ã
2023-05-00,GR 86,5,0.00%,4,1¡ã,40,35¡å
2023-06-00,GR 86,14,0.00%,5,9¡ã,14,0¡å
2023-07-00,GR 86,9,0.00%,14,5¡å,0,9¡ã
2023-08-00,GR 86,2,0.00%,9,7¡å,1,1¡ã
2023-09-00,GR 86,6,0.00%,2,4¡ã,7,1¡å
2023-10-00,GR 86,13,0.00%,6,7¡ã,5,8¡ã
2023-11-00,GR 86,7,0.00%,13,6¡å,7,0¡å
2023-12-00,GR 86,3,0.00%,7,4¡å,8,5¡å
2024-01-00,GR 86,26,0.00%,3,23¡ã,4,22¡ã
2024-02-00,GR 86,59,0.10%,26,33¡ã,11,48¡ã
2024-03-00,GR 86,42,0.00%,59,17¡å,22,20¡ã
2024-04-00,GR 86,57,0.00%,42,15¡ã,4,53¡ã
2024-05-00,GR 86,17,0.00%,57,40¡å,5,12¡ã
2024-06-00,GR 86,49,0.00%,17,32¡ã,14,35¡ã
2024-07-00,GR 86,45,0.00%,49,4¡å,9,36¡ã
2024-08-00,GR 86,25,0.00%,45,20¡å,2,23¡ã
2024-09-00,GR 86,28,0.00%,25,3¡ã,6,22¡ã
2022-04-00,GR SUPRA,20,0.00%,0,20¡ã,4,16¡ã
2023-01-00,GR SUPRA,9,0.00%,0,9¡ã,0,9¡ã
2023-02-00,GR SUPRA,6,0.00%,9,3¡å,0,6¡ã
2023-03-00,GR SUPRA,2,0.00%,6,4¡å,0,2¡ã
2023-04-00,GR SUPRA,1,0.00%,2,1¡å,20,19¡å
2023-05-00,GR SUPRA,4,0.00%,1,3¡ã,0,4¡ã
2023-06-00,GR SUPRA,3,0.00%,4,1¡å,0,3¡ã
2023-07-00,GR SUPRA,3,0.00%,3,0¡å,0,3¡ã
2023-08-00,GR SUPRA,4,0.00%,3,1¡ã,0,4¡ã
2023-12-00,GR SUPRA,1,0.00%,0,1¡ã,0,1¡ã
2024-01-00,GR SUPRA,7,0.00%,1,6¡ã,9,2¡å
2024-02-00,GR SUPRA,3,0.00%,7,4¡å,6,3¡å
2024-03-00,GR SUPRA,1,0.00%,3,2¡å,2,1¡å
2024-04-00,GR SUPRA,4,0.00%,1,3¡ã,1,3¡ã
2024-05-00,GR SUPRA,3,0.00%,4,1¡å,4,1¡å
2024-06-00,GR SUPRA,3,0.00%,3,0¡å,3,0¡å
2024-07-00,GR SUPRA,3,0.00%,3,0¡å,3,0¡å
2024-08-00,GR SUPRA,2,0.00%,3,1¡å,4,2¡å
2022-01-00,GV60,177,0.20%,737,560¡å,0,177¡ã
2022-02-00,GV60,349,0.30%,177,172¡ã,0,349¡ã
2022-03-00,GV60,685,0.50%,349,336¡ã,0,685¡ã
2022-04-00,GV60,796,0.60%,685,111¡ã,0,796¡ã
2022-05-00,GV60,724,0.50%,796,72¡å,0,724¡ã
2022-06-00,GV60,670,0.50%,724,54¡å,0,670¡ã
2022-07-00,GV60,536,0.40%,670,134¡å,0,536¡ã
2022-08-00,GV60,260,0.20%,536,276¡å,0,260¡ã
2022-09-00,GV60,332,0.20%,260,72¡ã,0,332¡ã
2022-10-00,GV60,493,0.30%,332,161¡ã,47,446¡ã
2022-11-00,GV60,405,0.30%,493,88¡å,406,1¡å
2022-12-00,GV60,212,0.10%,405,193¡å,737,525¡å
2023-01-00,GV60,7,0.00%,212,205¡å,177,170¡å
2023-02-00,GV60,210,0.10%,7,203¡ã,349,139¡å
2023-03-00,GV60,716,0.40%,210,506¡ã,685,31¡ã
2023-04-00,GV60,530,0.40%,716,186¡å,796,266¡å
2023-05-00,GV60,598,0.40%,530,68¡ã,724,126¡å
2023-06-00,GV60,422,0.30%,598,176¡å,670,248¡å
2023-07-00,GV60,227,0.20%,422,195¡å,536,309¡å
2023-08-00,GV60,127,0.10%,227,100¡å,260,133¡å
2023-09-00,GV60,104,0.10%,127,23¡å,332,228¡å
2023-10-00,GV60,111,0.10%,104,7¡ã,493,382¡å
2023-11-00,GV60,96,0.10%,111,15¡å,405,309¡å
2023-12-00,GV60,50,0.00%,96,46¡å,212,162¡å
2024-01-00,GV60,7,0.00%,50,43¡å,7,0¡å
2024-02-00,GV60,10,0.00%,7,3¡ã,210,200¡å
2024-03-00,GV60,68,0.00%,10,58¡ã,716,648¡å
2024-04-00,GV60,88,0.10%,68,20¡ã,530,442¡å
2024-05-00,GV60,88,0.10%,88,0¡å,598,510¡å
2024-06-00,GV60,54,0.00%,88,34¡å,422,368¡å
2024-07-00,GV60,64,0.00%,54,10¡ã,227,163¡å
2024-08-00,GV60,33,0.00%,64,31¡å,127,94¡å
2024-09-00,GV60,34,0.00%,33,1¡ã,104,70¡å
2022-01-00,GV70,"2,410",2.20%,"3,850","1,440¡å","2,287",123¡ã
2022-02-00,GV70,"2,592",2.10%,"2,410",182¡ã,"2,686",94¡å
2022-03-00,GV70,"1,907",1.40%,"2,592",685¡å,"5,093","3,186¡å"
2022-04-00,GV70,"2,100",1.50%,"1,907",193¡ã,"4,161","2,061¡å"
2022-05-00,GV70,"2,859",2.00%,"2,100",759¡ã,"4,336","1,477¡å"
2022-06-00,GV70,"2,219",1.50%,"2,859",640¡å,"4,138","1,919¡å"
2022-07-00,GV70,"2,231",1.60%,"2,219",12¡ã,"3,792","1,561¡å"
2022-08-00,GV70,"2,004",1.50%,"2,231",227¡å,"2,575",571¡å
2022-09-00,GV70,"2,348",1.70%,"2,004",344¡ã,"1,805",543¡ã
2022-10-00,GV70,"2,413",1.70%,"2,348",65¡ã,"2,892",479¡å
2022-11-00,GV70,"2,832",1.80%,"2,413",419¡ã,"3,379",547¡å
2022-12-00,GV70,"3,577",2.20%,"2,832",745¡ã,"3,850",273¡å
2023-01-00,GV70,"1,149",1.00%,"3,577","2,428¡å","2,410","1,261¡å"
2023-02-00,GV70,"2,468",1.70%,"1,149","1,319¡ã","2,592",124¡å
2023-03-00,GV70,"2,977",1.80%,"2,468",509¡ã,"1,907","1,070¡ã"
2023-04-00,GV70,"2,446",1.60%,"2,977",531¡å,"2,100",346¡ã
2023-05-00,GV70,"2,288",1.50%,"2,446",158¡å,"2,859",571¡å
2023-06-00,GV70,"3,781",2.30%,"2,288","1,493¡ã","2,219","1,562¡ã"
2023-07-00,GV70,"3,209",2.40%,"3,781",572¡å,"2,231",978¡ã
2023-08-00,GV70,"2,833",2.20%,"3,209",376¡å,"2,004",829¡ã
2023-09-00,GV70,"2,743",2.10%,"2,833",90¡å,"2,348",395¡ã
2023-10-00,GV70,"3,467",2.50%,"2,743",724¡ã,"2,413","1,054¡ã"
2023-11-00,GV70,"2,819",1.80%,"3,467",648¡å,"2,832",13¡å
2023-12-00,GV70,"2,617",1.80%,"2,819",202¡å,"3,577",960¡å
2024-01-00,GV70,"2,195",1.90%,"2,617",422¡å,"1,149","1,046¡ã"
2024-02-00,GV70,"1,796",1.60%,"2,195",399¡å,"2,468",672¡å
2024-03-00,GV70,"1,145",0.80%,"1,796",651¡å,"2,977","1,832¡å"
2024-04-00,GV70,"1,592",1.10%,"1,145",447¡ã,"2,446",854¡å
2024-05-00,GV70,23,0.00%,"1,592","1,569¡å","2,288","2,265¡å"
2024-06-00,GV70,2,0.00%,23,21¡å,"3,781","3,779¡å"
2022-01-00,GV80,"1,876",1.70%,"3,303","1,427¡å","1,965",89¡å
2022-02-00,GV80,"1,782",1.50%,"1,876",94¡å,"1,190",592¡ã
2022-03-00,GV80,"1,959",1.40%,"1,782",177¡ã,"2,470",511¡å
2022-04-00,GV80,"1,753",1.20%,"1,959",206¡å,"2,321",568¡å
2022-05-00,GV80,"1,635",1.10%,"1,753",118¡å,"1,531",104¡ã
2022-06-00,GV80,"1,745",1.20%,"1,635",110¡ã,"2,070",325¡å
2022-07-00,GV80,"1,931",1.40%,"1,745",186¡ã,"2,159",228¡å
2022-08-00,GV80,"1,493",1.10%,"1,931",438¡å,"1,231",262¡ã
2022-09-00,GV80,"1,527",1.10%,"1,493",34¡ã,"1,290",237¡ã
2022-10-00,GV80,"1,945",1.40%,"1,527",418¡ã,"1,828",117¡ã
2022-11-00,GV80,"2,214",1.40%,"1,945",269¡ã,"3,233","1,019¡å"
2022-12-00,GV80,"3,579",2.20%,"2,214","1,365¡ã","3,303",276¡ã
2023-01-00,GV80,"1,881",1.60%,"3,579","1,698¡å","1,876",5¡ã
2023-02-00,GV80,"1,673",1.10%,"1,881",208¡å,"1,782",109¡å
2023-03-00,GV80,"2,786",1.70%,"1,673","1,113¡ã","1,959",827¡ã
2023-04-00,GV80,"2,916",2.00%,"2,786",130¡ã,"1,753","1,163¡ã"
2023-05-00,GV80,"2,737",1.80%,"2,916",179¡å,"1,635","1,102¡ã"
2023-06-00,GV80,"2,572",1.60%,"2,737",165¡å,"1,745",827¡ã
2023-07-00,GV80,"1,900",1.40%,"2,572",672¡å,"1,931",31¡å
2023-08-00,GV80,"1,692",1.30%,"1,900",208¡å,"1,493",199¡ã
2023-09-00,GV80,"1,507",1.10%,"1,692",185¡å,"1,527",20¡å
2023-10-00,GV80,858,0.60%,0,858¡ã,0,858¡ã
2023-10-00,GV80,27,0.00%,"1,507","1,480¡å","1,945","1,918¡å"
2023-11-00,GV80,"3,873",2.40%,858,"3,015¡ã",0,"3,873¡ã"
2023-11-00,GV80,1,0.00%,27,26¡å,"2,214","2,213¡å"
2023-12-00,GV80,"4,437",3.10%,"3,873",564¡ã,0,"4,437¡ã"
2024-01-00,GV80,"4,596",4.00%,"4,437",159¡ã,0,"4,596¡ã"
2024-02-00,GV80,"4,652",4.00%,"4,596",56¡ã,0,"4,652¡ã"
2024-03-00,GV80,"4,304",3.00%,"4,652",348¡å,0,"4,304¡ã"
2024-04-00,GV80,"4,084",2.90%,"4,304",220¡å,0,"4,084¡ã"
2024-05-00,GV80,"3,313",2.40%,"4,084",771¡å,0,"3,313¡ã"
2024-06-00,GV80,"2,863",2.10%,"3,313",450¡å,0,"2,863¡ã"
2024-07-00,GV80,"2,837",2.10%,"2,863",26¡å,0,"2,837¡ã"
2024-08-00,GV80,"2,161",1.70%,"2,837",676¡å,0,"2,161¡ã"
2024-09-00,GV80,"2,610",2.00%,"2,161",449¡ã,0,"2,610¡ã"
2022-01-00,Ghibli,11,0.00%,24,13¡å,19,8¡å
2022-02-00,Ghibli,15,0.00%,11,4¡ã,37,22¡å
2022-03-00,Ghibli,23,0.00%,15,8¡ã,31,8¡å
2022-04-00,Ghibli,20,0.00%,23,3¡å,19,1¡ã
2022-05-00,Ghibli,24,0.00%,20,4¡ã,8,16¡ã
2022-06-00,Ghibli,27,0.00%,24,3¡ã,17,10¡ã
2022-07-00,Ghibli,13,0.00%,27,14¡å,18,5¡å
2022-08-00,Ghibli,14,0.00%,13,1¡ã,28,14¡å
2022-09-00,Ghibli,4,0.00%,14,10¡å,13,9¡å
2022-10-00,Ghibli,2,0.00%,4,2¡å,16,14¡å
2022-11-00,Ghibli,7,0.00%,2,5¡ã,16,9¡å
2022-12-00,Ghibli,8,0.00%,7,1¡ã,24,16¡å
2023-01-00,Ghibli,1,0.00%,8,7¡å,11,10¡å
2023-02-00,Ghibli,5,0.00%,1,4¡ã,15,10¡å
2023-03-00,Ghibli,5,0.00%,5,0¡å,23,18¡å
2023-04-00,Ghibli,2,0.00%,5,3¡å,20,18¡å
2023-05-00,Ghibli,2,0.00%,2,0¡å,24,22¡å
2023-06-00,Ghibli,10,0.00%,2,8¡ã,27,17¡å
2023-07-00,Ghibli,5,0.00%,10,5¡å,13,8¡å
2023-08-00,Ghibli,2,0.00%,5,3¡å,14,12¡å
2023-09-00,Ghibli,3,0.00%,2,1¡ã,4,1¡å
2023-10-00,Ghibli,1,0.00%,3,2¡å,2,1¡å
2023-12-00,Ghibli,3,0.00%,0,3¡ã,8,5¡å
2024-04-00,Ghibli,1,0.00%,0,1¡ã,2,1¡å
2024-05-00,Ghibli,14,0.00%,1,13¡ã,2,12¡ã
2024-06-00,Ghibli,2,0.00%,14,12¡å,10,8¡å
2024-08-00,Ghibli,1,0.00%,0,1¡ã,2,1¡å
2022-01-00,Ghost,3,0.00%,3,0¡å,6,3¡å
2022-02-00,Ghost,15,0.00%,3,12¡ã,6,9¡ã
2022-03-00,Ghost,9,0.00%,15,6¡å,5,4¡ã
2022-04-00,Ghost,6,0.00%,9,3¡å,12,6¡å
2022-05-00,Ghost,14,0.00%,6,8¡ã,8,6¡ã
2022-06-00,Ghost,10,0.00%,14,4¡å,10,0¡å
2022-07-00,Ghost,12,0.00%,10,2¡ã,15,3¡å
2022-08-00,Ghost,15,0.00%,12,3¡ã,9,6¡ã
2022-09-00,Ghost,9,0.00%,15,6¡å,16,7¡å
2022-10-00,Ghost,4,0.00%,9,5¡å,11,7¡å
2022-11-00,Ghost,15,0.00%,4,11¡ã,8,7¡ã
2022-12-00,Ghost,11,0.00%,15,4¡å,3,8¡ã
2023-01-00,Ghost,13,0.00%,11,2¡ã,3,10¡ã
2023-02-00,Ghost,4,0.00%,13,9¡å,15,11¡å
2023-03-00,Ghost,9,0.00%,4,5¡ã,9,0¡å
2023-04-00,Ghost,7,0.00%,9,2¡å,6,1¡ã
2023-05-00,Ghost,11,0.00%,7,4¡ã,14,3¡å
2023-06-00,Ghost,8,0.00%,11,3¡å,10,2¡å
2023-07-00,Ghost,7,0.00%,8,1¡å,12,5¡å
2023-08-00,Ghost,8,0.00%,7,1¡ã,15,7¡å
2023-09-00,Ghost,6,0.00%,8,2¡å,9,3¡å
2023-10-00,Ghost,5,0.00%,6,1¡å,4,1¡ã
2023-11-00,Ghost,5,0.00%,5,0¡å,15,10¡å
2024-02-00,Ghost,3,0.00%,0,3¡ã,4,1¡å
2024-03-00,Ghost,4,0.00%,3,1¡ã,9,5¡å
2024-04-00,Ghost,2,0.00%,4,2¡å,7,5¡å
2024-05-00,Ghost,2,0.00%,2,0¡å,11,9¡å
2024-06-00,Ghost,7,0.00%,2,5¡ã,8,1¡å
2024-07-00,Ghost,9,0.00%,7,2¡ã,7,2¡ã
