,Month,모델,판매량,점유율,전월대비,전월대비변화량,전년대비,전년대비변화량
3111,2023-07-01,Model Y,66.0,0.00%,576,510▼,0,66▲
3112,2023-08-01,Model Y,431.0,0.30%,66,365▲,"2,130","1,699▼"
3113,2023-12-01,Model Y,799.0,0.60%,"3,542","2,743▼",165,634▲
3114,2024-01-01,Model Y,1.0,0.00%,799,798▼,1,0▼
3115,2024-02-01,Model Y,77.0,0.10%,1,76▲,27,50▲
3116,2024-04-01,Model Y,4.0,0.00%,"5,934","5,930▼",76,72▼
3117,2024-05-01,Model Y,621.0,0.40%,4,617▲,331,290▲
3118,2024-09-01,Model Y,793.0,0.60%,"1,215",422▼,"4,206","3,413▼"
3119,2022-01-01,Mustang,54.0,0.00%,48,6▲,49,5▲
3120,2022-02-01,Mustang,29.0,0.00%,54,25▼,61,32▼
3121,2022-03-01,Mustang,15.0,0.00%,29,14▼,79,64▼
3122,2022-04-01,Mustang,26.0,0.00%,15,11▲,100,74▼
3123,2022-05-01,Mustang,21.0,0.00%,26,5▼,75,54▼
3124,2022-06-01,Mustang,62.0,0.00%,21,41▲,61,1▲
3125,2022-07-01,Mustang,52.0,0.00%,62,10▼,34,18▲
3126,2022-08-01,Mustang,83.0,0.10%,52,31▲,27,56▲
3127,2022-09-01,Mustang,58.0,0.00%,83,25▼,70,12▼
3128,2022-10-01,Mustang,39.0,0.00%,58,19▼,87,48▼
3129,2022-11-01,Mustang,57.0,0.00%,39,18▲,58,1▼
3130,2022-12-01,Mustang,26.0,0.00%,57,31▼,48,22▼
3131,2023-01-01,Mustang,11.0,0.00%,26,15▼,54,43▼
3132,2023-02-01,Mustang,11.0,0.00%,11,0▼,29,18▼
3133,2023-03-01,Mustang,18.0,0.00%,11,7▲,15,3▲
3134,2023-04-01,Mustang,31.0,0.00%,18,13▲,26,5▲
3135,2023-05-01,Mustang,33.0,0.00%,31,2▲,21,12▲
3136,2023-06-01,Mustang,33.0,0.00%,33,0▼,62,29▼
3137,2023-07-01,Mustang,39.0,0.00%,33,6▲,52,13▼
3138,2023-08-01,Mustang,32.0,0.00%,39,7▼,83,51▼
3139,2023-09-01,Mustang,27.0,0.00%,32,5▼,58,31▼
3140,2023-10-01,Mustang,5.0,0.00%,27,22▼,39,34▼
3141,2024-01-01,Mustang,3.0,0.00%,0,3▲,11,8▼
3142,2024-02-01,Mustang,169.0,0.10%,0,169▲,0,169▲
3143,2024-03-01,Mustang,119.0,0.10%,169,50▼,0,119▲
3144,2024-04-01,Mustang,52.0,0.00%,119,67▼,0,52▲
3145,2024-05-01,Mustang,108.0,0.10%,52,56▲,0,108▲
3146,2024-06-01,Mustang,46.0,0.00%,108,62▼,0,46▲
3147,2024-07-01,Mustang,64.0,0.00%,46,18▲,0,64▲
3148,2024-08-01,Mustang,34.0,0.00%,64,30▼,0,34▲
3149,2024-09-01,Mustang,43.0,0.00%,34,9▲,0,43▲
3150,2022-04-01,NX,3.0,0.00%,0,3▲,0,3▲
3151,2022-05-01,NX,6.0,0.00%,3,3▲,0,6▲
3152,2022-06-01,NX,313.0,0.20%,6,307▲,0,313▲
3153,2022-07-01,NX,119.0,0.10%,313,194▼,0,119▲
3154,2022-08-01,NX,94.0,0.10%,119,25▼,0,94▲
3155,2022-09-01,NX,229.0,0.20%,94,135▲,0,229▲
3156,2022-10-01,NX,363.0,0.30%,229,134▲,0,363▲
3157,2022-11-01,NX,341.0,0.20%,363,22▼,0,341▲
3158,2022-12-01,NX,121.0,0.10%,341,220▼,0,121▲
3159,2023-01-01,NX,65.0,0.10%,121,56▼,0,65▲
3160,2023-02-01,NX,313.0,0.20%,65,248▲,0,313▲
3161,2023-03-01,NX,264.0,0.20%,313,49▼,0,264▲
3162,2023-04-01,NX,297.0,0.20%,264,33▲,3,294▲
3163,2023-05-01,NX,339.0,0.20%,297,42▲,6,333▲
3164,2023-06-01,NX,358.0,0.20%,339,19▲,313,45▲
3165,2023-07-01,NX,227.0,0.20%,358,131▼,119,108▲
3166,2023-08-01,NX,258.0,0.20%,227,31▲,94,164▲
3167,2023-09-01,NX,223.0,0.20%,258,35▼,229,6▼
3168,2023-10-01,NX,230.0,0.20%,223,7▲,363,133▼
3169,2023-11-01,NX,358.0,0.20%,230,128▲,341,17▲
3170,2023-12-01,NX,424.0,0.30%,358,66▲,121,303▲
3171,2024-01-01,NX,241.0,0.20%,424,183▼,65,176▲
3172,2024-02-01,NX,261.0,0.20%,241,20▲,313,52▼
3173,2024-03-01,NX,136.0,0.10%,261,125▼,264,128▼
3174,2024-04-01,NX,12.0,0.00%,136,124▼,297,285▼
3175,2024-05-01,NX,550.0,0.40%,12,538▲,339,211▲
3176,2024-06-01,NX,380.0,0.30%,550,170▼,358,22▲
3177,2024-07-01,NX,392.0,0.30%,380,12▲,227,165▲
3178,2024-08-01,NX,390.0,0.30%,392,2▼,258,132▲
3179,2024-09-01,NX,433.0,0.30%,390,43▲,223,210▲
3180,2022-03-01,Nautilus,15.0,0.00%,0,15▲,0,15▲
3181,2022-04-01,Nautilus,77.0,0.10%,15,62▲,0,77▲
3182,2022-05-01,Nautilus,289.0,0.20%,77,212▲,0,289▲
3183,2022-06-01,Nautilus,54.0,0.00%,289,235▼,0,54▲
3184,2022-07-01,Nautilus,4.0,0.00%,54,50▼,0,4▲
3185,2022-08-01,Nautilus,5.0,0.00%,4,1▲,0,5▲
3186,2022-09-01,Nautilus,6.0,0.00%,5,1▲,0,6▲
3187,2022-10-01,Nautilus,6.0,0.00%,6,0▼,0,6▲
3188,2022-11-01,Nautilus,1.0,0.00%,6,5▼,0,1▲
3189,2022-12-01,Nautilus,1.0,0.00%,1,0▼,0,1▲
3190,2023-01-01,Nautilus,1.0,0.00%,1,0▼,0,1▲
3191,2023-03-01,Nautilus,1.0,0.00%,0,1▲,15,14▼
3192,2023-04-01,Nautilus,99.0,0.10%,1,98▲,77,22▲
3193,2023-05-01,Nautilus,24.0,0.00%,99,75▼,289,265▼
3194,2023-06-01,Nautilus,36.0,0.00%,24,12▲,54,18▼
3195,2023-07-01,Nautilus,37.0,0.00%,36,1▲,4,33▲
3196,2023-08-01,Nautilus,45.0,0.00%,37,8▲,5,40▲
3197,2023-09-01,Nautilus,50.0,0.00%,45,5▲,6,44▲
3198,2023-10-01,Nautilus,36.0,0.00%,50,14▼,6,30▲
3199,2023-11-01,Nautilus,39.0,0.00%,36,3▲,1,38▲
3200,2023-12-01,Nautilus,198.0,0.10%,3,195▲,0,198▲
3201,2024-01-01,Nautilus,143.0,0.10%,198,55▼,0,143▲
3202,2024-02-01,Nautilus,104.0,0.10%,143,39▼,0,104▲
3203,2024-03-01,Nautilus,91.0,0.10%,104,13▼,0,91▲
3204,2024-04-01,Nautilus,71.0,0.10%,91,20▼,0,71▲
3205,2024-05-01,Nautilus,101.0,0.10%,71,30▲,0,101▲
3206,2024-06-01,Nautilus,76.0,0.10%,101,25▼,0,76▲
3207,2024-07-01,Nautilus,109.0,0.10%,76,33▲,0,109▲
3208,2024-08-01,Nautilus,129.0,0.10%,109,20▲,0,129▲
3209,2024-09-01,Nautilus,103.0,0.10%,129,26▼,0,103▲
3210,2022-01-01,Navigator,17.0,0.00%,36,19▼,0,17▲
3211,2022-02-01,Navigator,18.0,0.00%,17,1▲,0,18▲
3212,2022-03-01,Navigator,20.0,0.00%,18,2▲,5,15▲
3213,2022-04-01,Navigator,6.0,0.00%,20,14▼,58,52▼
3214,2022-05-01,Navigator,3.0,0.00%,6,3▼,38,35▼
3215,2022-09-01,Navigator,9.0,0.00%,0,9▲,0,9▲
3216,2022-10-01,Navigator,14.0,0.00%,9,5▲,0,14▲
3217,2022-11-01,Navigator,46.0,0.00%,14,32▲,0,46▲
3218,2022-12-01,Navigator,17.0,0.00%,46,29▼,0,17▲
3219,2023-01-01,Navigator,12.0,0.00%,17,5▼,0,12▲
3220,2023-02-01,Navigator,3.0,0.00%,12,9▼,0,3▲
3221,2023-03-01,Navigator,2.0,0.00%,3,1▼,0,2▲
3222,2023-04-01,Navigator,3.0,0.00%,2,1▲,0,3▲
3223,2023-05-01,Navigator,2.0,0.00%,3,1▼,0,2▲
3224,2023-06-01,Navigator,27.0,0.00%,2,25▲,0,27▲
3225,2023-07-01,Navigator,13.0,0.00%,27,14▼,0,13▲
3226,2023-08-01,Navigator,7.0,0.00%,13,6▼,0,7▲
3227,2023-09-01,Navigator,2.0,0.00%,7,5▼,9,7▼
3228,2023-10-01,Navigator,14.0,0.00%,2,12▲,14,0▼
3229,2023-11-01,Navigator,3.0,0.00%,14,11▼,46,43▼
3230,2023-12-01,Navigator,2.0,0.00%,3,1▼,17,15▼
3231,2024-01-01,Navigator,2.0,0.00%,2,0▼,12,10▼
3232,2024-02-01,Navigator,2.0,0.00%,2,0▼,3,1▼
3233,2024-03-01,Navigator,3.0,0.00%,2,1▲,2,1▲
3234,2024-04-01,Navigator,1.0,0.00%,3,2▼,3,2▼
3235,2024-05-01,Navigator,4.0,0.00%,1,3▲,2,2▲
3236,2024-06-01,Navigator,4.0,0.00%,4,0▼,27,23▼
3237,2024-07-01,Navigator,4.0,0.00%,4,0▼,13,9▼
3238,2024-08-01,Navigator,3.0,0.00%,4,1▼,7,4▼
3239,2024-09-01,Navigator,4.0,0.00%,3,1▲,2,2▲
3240,2022-01-01,New 2 Series,87.0,0.10%,39,48▲,148,61▼
3241,2022-02-01,New 2 Series,110.0,0.10%,87,23▲,264,154▼
3242,2022-03-01,New 2 Series,125.0,0.10%,110,15▲,264,139▼
3243,2022-04-01,New 2 Series,26.0,0.00%,125,99▼,54,28▼
3244,2022-05-01,New 2 Series,2.0,0.00%,26,24▼,23,21▼
3245,2022-06-01,New 2 Series,6.0,0.00%,2,4▲,113,107▼
3246,2022-07-01,New 2 Series,25.0,0.00%,6,19▲,151,126▼
3247,2022-08-01,New 2 Series,14.0,0.00%,25,11▼,315,301▼
3248,2022-09-01,New 2 Series,1.0,0.00%,14,13▼,224,223▼
3249,2022-10-01,New 2 Series,3.0,0.00%,1,2▲,86,83▼
3250,2022-12-01,New 2 Series,2.0,0.00%,0,2▲,39,37▼
3251,2023-03-01,New 2 Series,19.0,0.00%,0,19▲,125,106▼
3252,2023-04-01,New 2 Series,17.0,0.00%,19,2▼,26,9▼
3253,2023-05-01,New 2 Series,13.0,0.00%,17,4▼,2,11▲
3254,2023-06-01,New 2 Series,25.0,0.00%,13,12▲,6,19▲
3255,2023-07-01,New 2 Series,13.0,0.00%,25,12▼,25,12▼
3256,2023-08-01,New 2 Series,18.0,0.00%,13,5▲,14,4▲
3257,2023-09-01,New 2 Series,21.0,0.00%,18,3▲,1,20▲
3258,2023-10-01,New 2 Series,31.0,0.00%,21,10▲,3,28▲
3259,2023-11-01,New 2 Series,31.0,0.00%,31,0▼,0,31▲
3260,2023-12-01,New 2 Series,35.0,0.00%,31,4▲,2,33▲
3261,2024-01-01,New 2 Series,19.0,0.00%,35,16▼,0,19▲
3262,2024-02-01,New 2 Series,14.0,0.00%,19,5▼,0,14▲
3263,2024-03-01,New 2 Series,11.0,0.00%,14,3▼,19,8▼
3264,2024-04-01,New 2 Series,18.0,0.00%,11,7▲,17,1▲
3265,2024-05-01,New 2 Series,14.0,0.00%,18,4▼,13,1▲
3266,2024-06-01,New 2 Series,19.0,0.00%,14,5▲,25,6▼
3267,2024-07-01,New 2 Series,16.0,0.00%,19,3▼,13,3▲
3268,2024-08-01,New 2 Series,11.0,0.00%,16,5▼,18,7▼
3269,2024-09-01,New 2 Series,8.0,0.00%,11,3▼,21,13▼
3270,2024-08-01,New 4 Series,104.0,0.10%,0,104▲,0,104▲
3271,2024-09-01,New 4 Series,92.0,0.10%,104,12▼,0,92▲
3272,2023-10-01,New Accord,80.0,0.10%,0,80▲,0,80▲
3273,2023-11-01,New Accord,113.0,0.10%,80,33▲,0,113▲
3274,2023-12-01,New Accord,43.0,0.00%,113,70▼,0,43▲
3275,2024-01-01,New Accord,58.0,0.00%,43,15▲,0,58▲
3276,2024-02-01,New Accord,39.0,0.00%,58,19▼,0,39▲
3277,2024-03-01,New Accord,119.0,0.10%,39,80▲,0,119▲
3278,2024-04-01,New Accord,79.0,0.10%,119,40▼,0,79▲
3279,2024-05-01,New Accord,111.0,0.10%,79,32▲,0,111▲
3280,2024-06-01,New Accord,80.0,0.10%,111,31▼,0,80▲
3281,2024-07-01,New Accord,90.0,0.10%,80,10▲,0,90▲
3282,2024-08-01,New Accord,126.0,0.10%,90,36▲,0,126▲
3283,2024-09-01,New Accord,87.0,0.10%,126,39▼,0,87▲
3284,2024-09-01,New Electrified G80,6.0,0.00%,0,6▲,0,6▲
3285,2024-08-01,New M4,27.0,0.00%,0,27▲,0,27▲
3286,2024-09-01,New M4,30.0,0.00%,27,3▲,0,30▲
3287,2023-05-01,New RX,5.0,0.00%,0,5▲,0,5▲
3288,2023-06-01,New RX,359.0,0.20%,5,354▲,0,359▲
3289,2023-07-01,New RX,225.0,0.20%,359,134▼,0,225▲
3290,2023-08-01,New RX,164.0,0.10%,225,61▼,0,164▲
3291,2023-09-01,New RX,153.0,0.10%,164,11▼,0,153▲
3292,2023-10-01,New RX,131.0,0.10%,153,22▼,0,131▲
3293,2023-11-01,New RX,163.0,0.10%,131,32▲,0,163▲
3294,2023-12-01,New RX,184.0,0.10%,163,21▲,0,184▲
3295,2024-01-01,New RX,116.0,0.10%,184,68▼,0,116▲
3296,2024-02-01,New RX,155.0,0.10%,116,39▲,0,155▲
3297,2024-03-01,New RX,176.0,0.10%,155,21▲,0,176▲
3298,2024-04-01,New RX,157.0,0.10%,176,19▼,0,157▲
3299,2024-05-01,New RX,158.0,0.10%,157,1▲,5,153▲
3300,2024-06-01,New RX,133.0,0.10%,158,25▼,359,226▼
3301,2024-07-01,New RX,159.0,0.10%,133,26▲,225,66▼
3302,2024-08-01,New RX,139.0,0.10%,159,20▼,164,25▼
3303,2024-09-01,New RX,150.0,0.10%,139,11▲,153,3▼
3304,2024-04-01,New Range Rover Evoque,13.0,0.00%,0,13▲,0,13▲
3305,2024-05-01,New Range Rover Evoque,16.0,0.00%,13,3▲,0,16▲
3306,2024-06-01,New Range Rover Evoque,37.0,0.00%,16,21▲,0,37▲
3307,2024-07-01,New Range Rover Evoque,8.0,0.00%,37,29▼,0,8▲
3308,2024-08-01,New Range Rover Evoque,23.0,0.00%,8,15▲,0,23▲
3309,2024-09-01,New Range Rover Evoque,37.0,0.00%,23,14▲,0,37▲
3310,2024-07-01,New Range Rover Velar,40.0,0.00%,0,40▲,0,40▲
3311,2024-08-01,New Range Rover Velar,29.0,0.00%,40,11▼,0,29▲
3312,2024-09-01,New Range Rover Velar,32.0,0.00%,29,3▲,0,32▲
3313,2024-05-01,New XT4,5.0,0.00%,0,5▲,0,5▲
3314,2024-06-01,New XT4,13.0,0.00%,5,8▲,0,13▲
3315,2024-07-01,New XT4,16.0,0.00%,13,3▲,0,16▲
3316,2024-08-01,New XT4,8.0,0.00%,16,8▼,0,8▲
3317,2024-09-01,New XT4,13.0,0.00%,8,5▲,0,13▲
3318,2022-01-01,Odyssey,71.0,0.10%,0,71▲,0,71▲
3319,2022-02-01,Odyssey,32.0,0.00%,71,39▼,22,10▲
3320,2022-03-01,Odyssey,12.0,0.00%,32,20▼,103,91▼
3321,2022-04-01,Odyssey,74.0,0.10%,12,62▲,53,21▲
3322,2022-05-01,Odyssey,60.0,0.00%,74,14▼,48,12▲
3323,2022-06-01,Odyssey,70.0,0.00%,60,10▲,3,67▲
3324,2022-07-01,Odyssey,48.0,0.00%,70,22▼,1,47▲
3325,2022-08-01,Odyssey,53.0,0.00%,48,5▲,103,50▼
3326,2022-09-01,Odyssey,47.0,0.00%,53,6▼,31,16▲
3327,2022-10-01,Odyssey,46.0,0.00%,47,1▼,2,44▲
3328,2022-11-01,Odyssey,27.0,0.00%,46,19▼,0,27▲
3329,2022-12-01,Odyssey,16.0,0.00%,27,11▼,0,16▲
3330,2023-01-01,Odyssey,18.0,0.00%,16,2▲,71,53▼
3331,2023-02-01,Odyssey,13.0,0.00%,18,5▼,32,19▼
3332,2023-03-01,Odyssey,24.0,0.00%,13,11▲,12,12▲
3333,2023-04-01,Odyssey,13.0,0.00%,24,11▼,74,61▼
3334,2023-05-01,Odyssey,8.0,0.00%,13,5▼,60,52▼
3335,2023-06-01,Odyssey,14.0,0.00%,8,6▲,70,56▼
3336,2023-07-01,Odyssey,15.0,0.00%,14,1▲,48,33▼
3337,2023-08-01,Odyssey,14.0,0.00%,15,1▼,53,39▼
3338,2023-09-01,Odyssey,13.0,0.00%,14,1▼,47,34▼
3339,2023-10-01,Odyssey,9.0,0.00%,13,4▼,46,37▼
3340,2023-11-01,Odyssey,20.0,0.00%,9,11▲,27,7▼
3341,2023-12-01,Odyssey,41.0,0.00%,20,21▲,16,25▲
3342,2024-01-01,Odyssey,27.0,0.00%,41,14▼,18,9▲
3343,2024-02-01,Odyssey,33.0,0.00%,27,6▲,13,20▲
3344,2024-03-01,Odyssey,104.0,0.10%,33,71▲,24,80▲
3345,2024-04-01,Odyssey,24.0,0.00%,104,80▼,13,11▲
3346,2024-05-01,Odyssey,45.0,0.00%,24,21▲,8,37▲
3347,2024-06-01,Odyssey,29.0,0.00%,45,16▼,14,15▲
3348,2024-07-01,Odyssey,1.0,0.00%,29,28▼,15,14▼
3349,2022-01-01,Panamera,130.0,0.10%,64,66▲,0,130▲
3350,2022-02-01,Panamera,65.0,0.10%,130,65▼,0,65▲
3351,2022-03-01,Panamera,104.0,0.10%,65,39▲,138,34▼
3352,2022-04-01,Panamera,70.0,0.00%,104,34▼,159,89▼
3353,2022-05-01,Panamera,96.0,0.10%,70,26▲,117,21▼
3354,2022-06-01,Panamera,207.0,0.10%,96,111▲,85,122▲
3355,2022-07-01,Panamera,55.0,0.00%,207,152▼,150,95▼
3356,2022-08-01,Panamera,198.0,0.20%,55,143▲,89,109▲
3357,2022-09-01,Panamera,50.0,0.00%,198,148▼,163,113▼
3358,2022-10-01,Panamera,33.0,0.00%,50,17▼,209,176▼
3359,2022-11-01,Panamera,167.0,0.10%,33,134▲,102,65▲
3360,2022-12-01,Panamera,142.0,0.10%,167,25▼,64,78▲
3361,2023-01-01,Panamera,124.0,0.10%,142,18▼,130,6▼
3362,2023-02-01,Panamera,194.0,0.10%,124,70▲,65,129▲
3363,2023-03-01,Panamera,161.0,0.10%,194,33▼,104,57▲
3364,2023-04-01,Panamera,169.0,0.10%,161,8▲,70,99▲
3365,2023-05-01,Panamera,146.0,0.10%,169,23▼,96,50▲
3366,2023-06-01,Panamera,137.0,0.10%,146,9▼,207,70▼
3367,2023-07-01,Panamera,192.0,0.10%,137,55▲,55,137▲
3368,2023-08-01,Panamera,278.0,0.20%,192,86▲,198,80▲
3369,2023-09-01,Panamera,170.0,0.10%,278,108▼,50,120▲
3370,2023-10-01,Panamera,80.0,0.10%,170,90▼,33,47▲
3371,2023-11-01,Panamera,87.0,0.10%,80,7▲,167,80▼
3372,2023-12-01,Panamera,80.0,0.10%,87,7▼,142,62▼
3373,2024-01-01,Panamera,34.0,0.00%,80,46▼,124,90▼
3374,2024-02-01,Panamera,45.0,0.00%,34,11▲,194,149▼
3375,2024-03-01,Panamera,60.0,0.00%,45,15▲,161,101▼
3376,2024-04-01,Panamera,5.0,0.00%,60,55▼,169,164▼
3377,2022-01-01,Passat GT,66.0,0.10%,110,44▼,116,50▼
3378,2022-02-01,Passat GT,55.0,0.00%,66,11▼,90,35▼
3379,2022-03-01,Passat GT,74.0,0.10%,55,19▲,210,136▼
3380,2022-04-01,Passat GT,86.0,0.10%,74,12▲,230,144▼
3381,2022-05-01,Passat GT,94.0,0.10%,86,8▲,180,86▼
3382,2022-06-01,Passat GT,99.0,0.10%,94,5▲,176,77▼
3383,2022-07-01,Passat GT,109.0,0.10%,99,10▲,34,75▲
3384,2022-08-01,Passat GT,78.0,0.10%,109,31▼,0,78▲
3385,2022-09-01,Passat GT,118.0,0.10%,78,40▲,0,118▲
3386,2022-10-01,Passat GT,53.0,0.00%,118,65▼,0,53▲
3387,2022-11-01,Passat GT,1.0,0.00%,53,52▼,0,1▲
3388,2022-01-01,Phantom,3.0,0.00%,2,1▲,3,0▼
3389,2022-03-01,Phantom,5.0,0.00%,0,5▲,2,3▲
3390,2022-04-01,Phantom,3.0,0.00%,5,2▼,0,3▲
3391,2022-05-01,Phantom,2.0,0.00%,3,1▼,1,1▲
3392,2022-06-01,Phantom,3.0,0.00%,2,1▲,2,1▲
3393,2022-07-01,Phantom,1.0,0.00%,3,2▼,2,1▼
3394,2022-08-01,Phantom,2.0,0.00%,1,1▲,2,0▼
3395,2022-11-01,Phantom Series II,4.0,0.00%,0,4▲,0,4▲
3396,2022-12-01,Phantom Series II,1.0,0.00%,4,3▼,0,1▲
3397,2023-02-01,Phantom Series II,1.0,0.00%,0,1▲,0,1▲
3398,2023-03-01,Phantom Series II,2.0,0.00%,1,1▲,0,2▲
3399,2023-04-01,Phantom Series II,3.0,0.00%,2,1▲,0,3▲
3400,2023-05-01,Phantom Series II,7.0,0.00%,3,4▲,0,7▲
3401,2023-06-01,Phantom Series II,4.0,0.00%,7,3▼,0,4▲
3402,2023-07-01,Phantom Series II,6.0,0.00%,4,2▲,0,6▲
3403,2023-08-01,Phantom Series II,2.0,0.00%,6,4▼,0,2▲
3404,2023-09-01,Phantom Series II,3.0,0.00%,2,1▲,0,3▲
3405,2023-10-01,Phantom Series II,2.0,0.00%,3,1▼,0,2▲
3406,2023-12-01,Phantom Series II,7.0,0.00%,0,7▲,1,6▲
3407,2024-03-01,Phantom Series II,1.0,0.00%,0,1▲,2,1▼
3408,2024-04-01,Phantom Series II,3.0,0.00%,1,2▲,3,0▼
3409,2024-05-01,Phantom Series II,1.0,0.00%,3,2▼,7,6▼
3410,2024-06-01,Phantom Series II,4.0,0.00%,1,3▲,4,0▼
3411,2024-07-01,Phantom Series II,1.0,0.00%,4,3▼,6,5▼
3412,2024-08-01,Phantom Series II,4.0,0.00%,1,3▲,2,2▲
3413,2024-09-01,Phantom Series II,3.0,0.00%,4,1▼,3,0▼
3414,2022-01-01,Pilot,8.0,0.00%,26,18▼,4,4▲
3415,2022-03-01,Pilot,2.0,0.00%,0,2▲,4,2▼
3416,2022-08-01,Pilot,12.0,0.00%,0,12▲,7,5▲
3417,2022-09-01,Pilot,7.0,0.00%,12,5▼,6,1▲
3418,2022-10-01,Pilot,5.0,0.00%,7,2▼,27,22▼
3419,2022-11-01,Pilot,8.0,0.00%,5,3▲,39,31▼
3420,2022-12-01,Pilot,3.0,0.00%,8,5▼,26,23▼
3421,2023-01-01,Pilot,2.0,0.00%,3,1▼,8,6▼
3422,2023-02-01,Pilot,2.0,0.00%,2,0▼,0,2▲
3423,2023-04-01,Pilot,2.0,0.00%,0,2▲,0,2▲
3424,2023-06-01,Pilot,1.0,0.00%,0,1▲,0,1▲
3425,2022-01-01,Polestar 2,20.0,0.00%,0,20▲,0,20▲
3426,2022-03-01,Polestar 2,249.0,0.20%,0,249▲,0,249▲
3427,2022-04-01,Polestar 2,460.0,0.30%,249,211▲,0,460▲
3428,2022-05-01,Polestar 2,150.0,0.10%,460,310▼,0,150▲
3429,2022-06-01,Polestar 2,57.0,0.00%,150,93▼,0,57▲
3430,2022-07-01,Polestar 2,411.0,0.30%,57,354▲,0,411▲
3431,2022-08-01,Polestar 2,553.0,0.40%,411,142▲,0,553▲
3432,2022-09-01,Polestar 2,295.0,0.20%,553,258▼,0,295▲
3433,2022-10-01,Polestar 2,249.0,0.20%,295,46▼,0,249▲
3434,2022-11-01,Polestar 2,179.0,0.10%,249,70▼,0,179▲
3435,2022-12-01,Polestar 2,171.0,0.10%,179,8▼,0,171▲
3436,2023-02-01,Polestar 2,44.0,0.00%,0,44▲,0,44▲
3437,2023-03-01,Polestar 2,67.0,0.00%,44,23▲,249,182▼
3438,2023-04-01,Polestar 2,54.0,0.00%,67,13▼,460,406▼
3439,2023-05-01,Polestar 2,141.0,0.10%,54,87▲,150,9▼
3440,2023-06-01,Polestar 2,198.0,0.10%,141,57▲,57,141▲
3441,2023-07-01,Polestar 2,121.0,0.10%,198,77▼,411,290▼
3442,2023-08-01,Polestar 2,185.0,0.10%,121,64▲,553,368▼
3443,2023-09-01,Polestar 2,292.0,0.20%,185,107▲,295,3▼
3444,2023-10-01,Polestar 2,287.0,0.20%,292,5▼,249,38▲
3445,2024-02-01,Polestar 2,3.0,0.00%,0,3▲,44,41▼
3446,2024-03-01,Polestar 2,219.0,0.20%,3,216▲,67,152▲
3447,2024-04-01,Polestar 2,83.0,0.10%,219,136▼,54,29▲
3448,2023-11-01,Polestar 2 F/L,167.0,0.10%,0,167▲,0,167▲
3449,2023-12-01,Polestar 2 F/L,98.0,0.10%,167,69▼,0,98▲
3450,2024-05-01,Polestar 2 F/L,30.0,0.00%,0,30▲,0,30▲
3451,2024-06-01,Polestar 2 F/L,27.0,0.00%,30,3▼,0,27▲
3452,2024-07-01,Polestar 2 F/L,39.0,0.00%,27,12▲,0,39▲
3453,2024-08-01,Polestar 2 F/L,5.0,0.00%,39,34▼,0,5▲
3454,2024-09-01,Polestar 2 F/L,4.0,0.00%,5,1▼,0,4▲
3455,2022-01-01,Prius,40.0,0.00%,46,6▼,39,1▲
3456,2022-02-01,Prius,28.0,0.00%,40,12▼,44,16▼
3457,2022-03-01,Prius,71.0,0.10%,28,43▲,56,15▲
3458,2022-04-01,Prius,50.0,0.00%,71,21▼,91,41▼
3459,2022-05-01,Prius,49.0,0.00%,50,1▼,75,26▼
3460,2022-06-01,Prius,50.0,0.00%,49,1▲,70,20▼
3461,2022-07-01,Prius,29.0,0.00%,50,21▼,51,22▼
3462,2022-08-01,Prius,115.0,0.10%,29,86▲,48,67▲
3463,2022-09-01,Prius,125.0,0.10%,115,10▲,83,42▲
3464,2022-10-01,Prius,11.0,0.00%,125,114▼,41,30▼
3465,2022-11-01,Prius,1.0,0.00%,11,10▼,30,29▼
3466,2022-12-01,Prius,1.0,0.00%,1,0▼,46,45▼
3467,2023-10-01,Prius,1.0,0.00%,0,1▲,0,1▲
3468,2023-11-01,Prius,19.0,0.00%,1,18▲,0,19▲
3469,2023-12-01,Prius,148.0,0.10%,19,129▲,0,148▲
3470,2024-01-01,Prius,137.0,0.10%,148,11▼,0,137▲
3471,2024-02-01,Prius,86.0,0.10%,137,51▼,0,86▲
3472,2024-03-01,Prius,92.0,0.10%,86,6▲,0,92▲
3473,2024-04-01,Prius,46.0,0.00%,92,46▼,0,46▲
3474,2024-07-01,Prius,167.0,0.10%,0,167▲,0,167▲
3475,2024-08-01,Prius,97.0,0.10%,167,70▼,0,97▲
3476,2024-09-01,Prius,72.0,0.10%,97,25▼,0,72▲
3477,2022-03-01,Prius C Crossover,1.0,0.00%,0,1▲,0,1▲
3478,2022-02-01,Prius Prime,4.0,0.00%,0,4▲,0,4▲
3479,2022-03-01,Prius Prime,2.0,0.00%,4,2▼,0,2▲
3480,2022-08-01,Prius Prime,3.0,0.00%,0,3▲,0,3▲
3481,2022-09-01,Prius Prime,1.0,0.00%,3,2▼,0,1▲
3482,2022-10-01,Prius Prime,1.0,0.00%,1,0▼,0,1▲
3483,2022-11-01,Prius Prime,2.0,0.00%,1,1▲,0,2▲
3484,2023-02-01,Prius Prime,1.0,0.00%,0,1▲,4,3▼
3485,2023-03-01,Prius Prime,1.0,0.00%,1,0▼,2,1▼
3486,2023-01-01,Q2,45.0,0.00%,0,45▲,0,45▲
3487,2023-02-01,Q2,49.0,0.00%,45,4▲,0,49▲
3488,2023-03-01,Q2,41.0,0.00%,49,8▼,0,41▲
3489,2023-04-01,Q2,13.0,0.00%,41,28▼,0,13▲
3490,2023-05-01,Q2,44.0,0.00%,13,31▲,0,44▲
