,Month,모델,판매량,점유율,전월대비,전월대비변화량,전년대비,전년대비변화량
1419,2024-02-01,Crown,77.0,0.10%,85,8▼,0,77▲
1420,2024-03-01,Crown,69.0,0.00%,77,8▼,0,69▲
1421,2024-04-01,Crown,83.0,0.10%,69,14▲,0,83▲
1422,2024-05-01,Crown,86.0,0.10%,83,3▲,28,58▲
1423,2024-06-01,Crown,78.0,0.10%,86,8▼,282,204▼
1424,2024-07-01,Crown,77.0,0.10%,78,1▼,92,15▼
1425,2024-08-01,Crown,95.0,0.10%,77,18▲,76,19▲
1426,2024-09-01,Crown,95.0,0.10%,95,0▼,51,44▲
1427,2022-01-01,Cullinan,17.0,0.00%,8,9▲,8,9▲
1428,2022-02-01,Cullinan,8.0,0.00%,17,9▼,8,0▼
1429,2022-03-01,Cullinan,7.0,0.00%,8,1▼,0,7▲
1430,2022-04-01,Cullinan,3.0,0.00%,7,4▼,7,4▼
1431,2022-05-01,Cullinan,6.0,0.00%,3,3▲,7,1▼
1432,2022-06-01,Cullinan,5.0,0.00%,6,1▼,7,2▼
1433,2022-07-01,Cullinan,11.0,0.00%,5,6▲,2,9▲
1434,2022-08-01,Cullinan,12.0,0.00%,11,1▲,6,6▲
1435,2022-09-01,Cullinan,6.0,0.00%,12,6▼,1,5▲
1436,2022-10-01,Cullinan,6.0,0.00%,6,0▼,0,6▲
1437,2022-11-01,Cullinan,3.0,0.00%,6,3▼,4,1▼
1438,2022-12-01,Cullinan,3.0,0.00%,3,0▼,8,5▼
1439,2023-01-01,Cullinan,6.0,0.00%,3,3▲,17,11▼
1440,2023-02-01,Cullinan,7.0,0.00%,6,1▲,8,1▼
1441,2023-03-01,Cullinan,12.0,0.00%,7,5▲,7,5▲
1442,2023-04-01,Cullinan,13.0,0.00%,12,1▲,3,10▲
1443,2023-05-01,Cullinan,16.0,0.00%,13,3▲,6,10▲
1444,2023-06-01,Cullinan,31.0,0.00%,16,15▲,5,26▲
1445,2023-07-01,Cullinan,16.0,0.00%,31,15▼,11,5▲
1446,2023-08-01,Cullinan,19.0,0.00%,16,3▲,12,7▲
1447,2023-09-01,Cullinan,6.0,0.00%,19,13▼,6,0▼
1448,2023-10-01,Cullinan,6.0,0.00%,6,0▼,6,0▼
1449,2023-11-01,Cullinan,5.0,0.00%,6,1▼,3,2▲
1450,2023-12-01,Cullinan,7.0,0.00%,5,2▲,3,4▲
1451,2024-01-01,Cullinan,6.0,0.00%,7,1▼,6,0▼
1452,2024-02-01,Cullinan,3.0,0.00%,6,3▼,7,4▼
1453,2024-03-01,Cullinan,2.0,0.00%,3,1▼,12,10▼
1454,2024-04-01,Cullinan,6.0,0.00%,2,4▲,13,7▼
1455,2024-05-01,Cullinan,8.0,0.00%,6,2▲,16,8▼
1456,2024-06-01,Cullinan,3.0,0.00%,8,5▼,31,28▼
1457,2024-07-01,Cullinan,1.0,0.00%,3,2▼,16,15▼
1458,2024-08-01,Cullinan,2.0,0.00%,1,1▲,19,17▼
1459,2024-09-01,Cullinan,3.0,0.00%,2,1▲,6,3▼
1460,2022-01-01,DS3 Crossback,2.0,0.00%,0,2▲,1,1▲
1461,2022-03-01,DS3 Crossback,4.0,0.00%,0,4▲,4,0▼
1462,2022-04-01,DS3 Crossback,3.0,0.00%,4,1▼,9,6▼
1463,2022-05-01,DS3 Crossback,5.0,0.00%,3,2▲,4,1▲
1464,2022-07-01,DS3 Crossback,1.0,0.00%,0,1▲,5,4▼
1465,2022-08-01,DS3 Crossback,1.0,0.00%,1,0▼,15,14▼
1466,2022-09-01,DS3 Crossback,1.0,0.00%,1,0▼,23,22▼
1467,2022-10-01,DS3 Crossback,2.0,0.00%,1,1▲,34,32▼
1468,2023-08-01,DS3 Crossback,2.0,0.00%,0,2▲,1,1▲
1469,2023-10-01,DS3 Crossback,5.0,0.00%,0,5▲,2,3▲
1470,2023-05-01,DS3 Crossback E-Tense,11.0,0.00%,0,11▲,0,11▲
1471,2023-06-01,DS3 Crossback E-Tense,22.0,0.00%,11,11▲,0,22▲
1472,2022-07-01,DS4,8.0,0.00%,0,8▲,0,8▲
1473,2022-08-01,DS4,3.0,0.00%,8,5▼,0,3▲
1474,2022-09-01,DS4,2.0,0.00%,3,1▼,0,2▲
1475,2022-10-01,DS4,1.0,0.00%,2,1▼,0,1▲
1476,2022-11-01,DS4,1.0,0.00%,1,0▼,0,1▲
1477,2022-12-01,DS4,5.0,0.00%,1,4▲,0,5▲
1478,2023-03-01,DS4,8.0,0.00%,0,8▲,0,8▲
1479,2023-04-01,DS4,1.0,0.00%,8,7▼,0,1▲
1480,2023-05-01,DS4,1.0,0.00%,1,0▼,0,1▲
1481,2023-06-01,DS4,2.0,0.00%,1,1▲,0,2▲
1482,2023-07-01,DS4,7.0,0.00%,2,5▲,8,1▼
1483,2023-08-01,DS4,10.0,0.00%,7,3▲,3,7▲
1484,2023-09-01,DS4,11.0,0.00%,10,1▲,2,9▲
1485,2023-10-01,DS4,12.0,0.00%,11,1▲,1,11▲
1486,2023-11-01,DS4,3.0,0.00%,12,9▼,1,2▲
1487,2023-12-01,DS4,2.0,0.00%,3,1▼,5,3▼
1488,2022-01-01,DS7 Crossback,5.0,0.00%,6,1▼,7,2▼
1489,2022-02-01,DS7 Crossback,8.0,0.00%,5,3▲,7,1▲
1490,2022-03-01,DS7 Crossback,10.0,0.00%,8,2▲,12,2▼
1491,2022-04-01,DS7 Crossback,1.0,0.00%,10,9▼,11,10▼
1492,2022-05-01,DS7 Crossback,3.0,0.00%,1,2▲,4,1▼
1493,2022-06-01,DS7 Crossback,3.0,0.00%,3,0▼,10,7▼
1494,2022-07-01,DS7 Crossback,3.0,0.00%,3,0▼,15,12▼
1495,2022-09-01,DS7 Crossback,4.0,0.00%,0,4▲,8,4▼
1496,2022-10-01,DS7 Crossback,3.0,0.00%,4,1▼,10,7▼
1497,2022-11-01,DS7 Crossback,9.0,0.00%,3,6▲,10,1▼
1498,2023-01-01,DS7 Crossback,2.0,0.00%,0,2▲,5,3▼
1499,2023-02-01,DS7 Crossback,1.0,0.00%,2,1▼,8,7▼
1500,2023-03-01,DS7 Crossback,1.0,0.00%,1,0▼,10,9▼
1501,2023-04-01,DS7 Crossback,1.0,0.00%,1,0▼,1,0▼
1502,2023-05-01,DS7 Crossback,1.0,0.00%,1,0▼,3,2▼
1503,2023-06-01,DS7 Crossback,1.0,0.00%,1,0▼,3,2▼
1504,2023-07-01,DS7 Crossback,18.0,0.00%,1,17▲,3,15▲
1505,2023-08-01,DS7 Crossback,7.0,0.00%,18,11▼,0,7▲
1506,2023-09-01,DS7 Crossback,7.0,0.00%,7,0▼,4,3▲
1507,2023-10-01,DS7 Crossback,10.0,0.00%,7,3▲,3,7▲
1508,2023-11-01,DS7 Crossback,7.0,0.00%,10,3▼,9,2▼
1509,2022-01-01,Defender,74.0,0.10%,70,4▲,101,27▼
1510,2022-02-01,Defender,40.0,0.00%,74,34▼,58,18▼
1511,2022-03-01,Defender,103.0,0.10%,40,63▲,68,35▲
1512,2022-04-01,Defender,35.0,0.00%,103,68▼,0,35▲
1513,2022-05-01,Defender,35.0,0.00%,35,0▼,0,35▲
1514,2022-06-01,Defender,27.0,0.00%,35,8▼,46,19▼
1515,2022-07-01,Defender,105.0,0.10%,27,78▲,82,23▲
1516,2022-08-01,Defender,79.0,0.10%,105,26▼,126,47▼
1517,2022-09-01,Defender,90.0,0.10%,79,11▲,142,52▼
1518,2022-10-01,Defender,101.0,0.10%,90,11▲,91,10▲
1519,2022-11-01,Defender,115.0,0.10%,101,14▲,32,83▲
1520,2022-12-01,Defender,60.0,0.00%,115,55▼,70,10▼
1521,2023-01-01,Defender,67.0,0.10%,60,7▲,74,7▼
1522,2023-02-01,Defender,117.0,0.10%,67,50▲,40,77▲
1523,2023-03-01,Defender,129.0,0.10%,117,12▲,103,26▲
1524,2023-04-01,Defender,73.0,0.00%,129,56▼,35,38▲
1525,2023-05-01,Defender,84.0,0.10%,73,11▲,35,49▲
1526,2023-06-01,Defender,112.0,0.10%,84,28▲,27,85▲
1527,2023-07-01,Defender,85.0,0.10%,112,27▼,105,20▼
1528,2023-08-01,Defender,59.0,0.00%,85,26▼,79,20▼
1529,2023-09-01,Defender,76.0,0.10%,59,17▲,90,14▼
1530,2023-10-01,Defender,75.0,0.10%,76,1▼,101,26▼
1531,2023-11-01,Defender,86.0,0.10%,75,11▲,115,29▼
1532,2023-12-01,Defender,82.0,0.10%,86,4▼,60,22▲
1533,2024-01-01,Defender,74.0,0.10%,82,8▼,67,7▲
1534,2024-02-01,Defender,98.0,0.10%,74,24▲,117,19▼
1535,2024-03-01,Defender,99.0,0.10%,98,1▲,129,30▼
1536,2024-04-01,Defender,70.0,0.00%,99,29▼,73,3▼
1537,2024-05-01,Defender,84.0,0.10%,70,14▲,84,0▼
1538,2024-06-01,Defender,78.0,0.10%,84,6▼,112,34▼
1539,2024-07-01,Defender,91.0,0.10%,78,13▲,85,6▲
1540,2024-08-01,Defender,113.0,0.10%,91,22▲,59,54▲
1541,2024-09-01,Defender,109.0,0.10%,113,4▼,76,33▲
1542,2022-01-01,Discovery,43.0,0.00%,37,6▲,0,43▲
1543,2022-02-01,Discovery,37.0,0.00%,43,6▼,0,37▲
1544,2022-03-01,Discovery,18.0,0.00%,37,19▼,0,18▲
1545,2022-04-01,Discovery,9.0,0.00%,18,9▼,0,9▲
1546,2022-05-01,Discovery,3.0,0.00%,9,6▼,0,3▲
1547,2022-06-01,Discovery,1.0,0.00%,3,2▼,5,4▼
1548,2022-07-01,Discovery,5.0,0.00%,1,4▲,38,33▼
1549,2022-08-01,Discovery,15.0,0.00%,5,10▲,25,10▼
1550,2022-09-01,Discovery,19.0,0.00%,15,4▲,25,6▼
1551,2022-10-01,Discovery,24.0,0.00%,19,5▲,25,1▼
1552,2022-11-01,Discovery,27.0,0.00%,24,3▲,17,10▲
1553,2022-12-01,Discovery,10.0,0.00%,27,17▼,37,27▼
1554,2023-01-01,Discovery,12.0,0.00%,10,2▲,43,31▼
1555,2023-02-01,Discovery,12.0,0.00%,12,0▼,37,25▼
1556,2023-03-01,Discovery,46.0,0.00%,12,34▲,18,28▲
1557,2023-04-01,Discovery,15.0,0.00%,46,31▼,9,6▲
1558,2023-05-01,Discovery,27.0,0.00%,15,12▲,3,24▲
1559,2023-06-01,Discovery,33.0,0.00%,27,6▲,1,32▲
1560,2023-07-01,Discovery,39.0,0.00%,33,6▲,5,34▲
1561,2023-08-01,Discovery,38.0,0.00%,39,1▼,15,23▲
1562,2023-09-01,Discovery,28.0,0.00%,38,10▼,19,9▲
1563,2023-10-01,Discovery,11.0,0.00%,28,17▼,24,13▼
1564,2023-11-01,Discovery,19.0,0.00%,11,8▲,27,8▼
1565,2023-12-01,Discovery,10.0,0.00%,19,9▼,10,0▼
1566,2024-01-01,Discovery,24.0,0.00%,10,14▲,12,12▲
1567,2024-02-01,Discovery,15.0,0.00%,24,9▼,12,3▲
1568,2024-03-01,Discovery,14.0,0.00%,15,1▼,46,32▼
1569,2024-05-01,Discovery,1.0,0.00%,0,1▲,27,26▼
1570,2024-06-01,Discovery,10.0,0.00%,1,9▲,33,23▼
1571,2024-07-01,Discovery,18.0,0.00%,10,8▲,39,21▼
1572,2024-08-01,Discovery,4.0,0.00%,18,14▼,38,34▼
1573,2024-09-01,Discovery,6.0,0.00%,4,2▲,28,22▼
1574,2022-01-01,Discovery Sport,47.0,0.00%,74,27▼,103,56▼
1575,2022-02-01,Discovery Sport,46.0,0.00%,47,1▼,87,41▼
1576,2022-03-01,Discovery Sport,67.0,0.00%,46,21▲,91,24▼
1577,2022-04-01,Discovery Sport,40.0,0.00%,67,27▼,3,37▲
1578,2022-05-01,Discovery Sport,29.0,0.00%,40,11▼,0,29▲
1579,2022-06-01,Discovery Sport,56.0,0.00%,29,27▲,94,38▼
1580,2022-07-01,Discovery Sport,30.0,0.00%,56,26▼,60,30▼
1581,2022-08-01,Discovery Sport,22.0,0.00%,30,8▼,31,9▼
1582,2022-09-01,Discovery Sport,21.0,0.00%,22,1▼,55,34▼
1583,2022-10-01,Discovery Sport,25.0,0.00%,21,4▲,115,90▼
1584,2022-11-01,Discovery Sport,35.0,0.00%,25,10▲,157,122▼
1585,2022-12-01,Discovery Sport,28.0,0.00%,35,7▼,74,46▼
1586,2023-01-01,Discovery Sport,5.0,0.00%,28,23▼,47,42▼
1587,2023-02-01,Discovery Sport,8.0,0.00%,5,3▲,46,38▼
1588,2023-03-01,Discovery Sport,20.0,0.00%,8,12▲,67,47▼
1589,2023-04-01,Discovery Sport,10.0,0.00%,20,10▼,40,30▼
1590,2023-05-01,Discovery Sport,12.0,0.00%,10,2▲,29,17▼
1591,2023-06-01,Discovery Sport,25.0,0.00%,12,13▲,56,31▼
1592,2023-07-01,Discovery Sport,8.0,0.00%,25,17▼,30,22▼
1593,2023-08-01,Discovery Sport,21.0,0.00%,8,13▲,22,1▼
1594,2023-09-01,Discovery Sport,14.0,0.00%,21,7▼,21,7▼
1595,2023-10-01,Discovery Sport,10.0,0.00%,14,4▼,25,15▼
1596,2023-11-01,Discovery Sport,10.0,0.00%,10,0▼,35,25▼
1597,2023-12-01,Discovery Sport,5.0,0.00%,10,5▼,28,23▼
1598,2024-01-01,Discovery Sport,9.0,0.00%,5,4▲,5,4▲
1599,2024-02-01,Discovery Sport,8.0,0.00%,0,8▲,0,8▲
1600,2024-03-01,Discovery Sport,12.0,0.00%,8,4▲,0,12▲
1601,2024-04-01,Discovery Sport,5.0,0.00%,12,7▼,0,5▲
1602,2024-05-01,Discovery Sport,16.0,0.00%,5,11▲,0,16▲
1603,2024-06-01,Discovery Sport,33.0,0.00%,16,17▲,0,33▲
1604,2024-07-01,Discovery Sport,7.0,0.00%,33,26▼,0,7▲
1605,2024-08-01,Discovery Sport,6.0,0.00%,7,1▼,0,6▲
1606,2024-09-01,Discovery Sport,19.0,0.00%,6,13▲,0,19▲
1607,2023-01-01,E-Class,945.0,0.80%,"2,817","1,872▼","1,884",939▼
1608,2024-01-01,E-Class,558.0,0.50%,0,558▲,0,558▲
1609,2024-02-01,E-Class,860.0,0.70%,558,302▲,0,860▲
1610,2024-03-01,E-Class,473.0,0.30%,860,387▼,0,473▲
1611,2024-04-01,E-Class,7.0,0.00%,32,25▼,"1,277","1,270▼"
1612,2024-05-01,E-Class,17.0,0.00%,7,10▲,"1,466","1,449▼"
1613,2024-06-01,E-Class,8.0,0.00%,17,9▼,"2,091","2,083▼"
1614,2024-07-01,E-Class,13.0,0.00%,8,5▲,"1,238","1,225▼"
1615,2024-08-01,E-Class,6.0,0.00%,13,7▼,"1,384","1,378▼"
1616,2024-09-01,E-Class,4.0,0.00%,6,2▼,"3,511","3,507▼"
1617,2022-01-01,EQA,84.0,0.10%,300,216▼,0,84▲
1618,2022-02-01,EQA,67.0,0.10%,84,17▼,0,67▲
1619,2022-03-01,EQA,315.0,0.20%,67,248▲,0,315▲
1620,2022-04-01,EQA,93.0,0.10%,315,222▼,0,93▲
1621,2022-05-01,EQA,79.0,0.10%,93,14▼,0,79▲
1622,2022-06-01,EQA,227.0,0.20%,79,148▲,0,227▲
1623,2022-07-01,EQA,53.0,0.00%,227,174▼,281,228▼
1624,2022-08-01,EQA,69.0,0.10%,53,16▲,106,37▼
1625,2022-09-01,EQA,173.0,0.10%,69,104▲,16,157▲
1626,2022-10-01,EQA,136.0,0.10%,173,37▼,9,127▲
1627,2022-11-01,EQA,37.0,0.00%,136,99▼,174,137▼
1628,2022-12-01,EQA,79.0,0.00%,37,42▲,300,221▼
1629,2023-01-01,EQA,14.0,0.00%,79,65▼,84,70▼
1630,2023-02-01,EQA,46.0,0.00%,14,32▲,67,21▼
1631,2023-03-01,EQA,300.0,0.20%,46,254▲,315,15▼
1632,2023-04-01,EQA,187.0,0.10%,300,113▼,93,94▲
1633,2023-05-01,EQA,182.0,0.10%,187,5▼,79,103▲
1634,2023-06-01,EQA,171.0,0.10%,182,11▼,227,56▼
1635,2023-07-01,EQA,121.0,0.10%,171,50▼,53,68▲
1636,2023-08-01,EQA,99.0,0.10%,121,22▼,69,30▲
1637,2023-09-01,EQA,76.0,0.10%,99,23▼,173,97▼
1638,2023-10-01,EQA,85.0,0.10%,76,9▲,136,51▼
1639,2023-11-01,EQA,98.0,0.10%,85,13▲,37,61▲
1640,2023-12-01,EQA,321.0,0.20%,98,223▲,79,242▲
1641,2024-01-01,EQA,34.0,0.00%,321,287▼,14,20▲
1642,2024-02-01,EQA,29.0,0.00%,34,5▼,46,17▼
1643,2024-03-01,EQA,56.0,0.00%,29,27▲,300,244▼
1644,2024-04-01,EQA,55.0,0.00%,56,1▼,187,132▼
1645,2024-05-01,EQA,40.0,0.00%,55,15▼,182,142▼
1646,2024-06-01,EQA,152.0,0.10%,0,152▲,0,152▲
1647,2024-07-01,EQA,90.0,0.10%,152,62▼,0,90▲
1648,2024-08-01,EQA,43.0,0.00%,90,47▼,0,43▲
1649,2024-09-01,EQA,6.0,0.00%,43,37▼,0,6▲
1650,2022-06-01,EQB,30.0,0.00%,0,30▲,0,30▲
1651,2022-07-01,EQB,90.0,0.10%,30,60▲,0,90▲
1652,2022-09-01,EQB,126.0,0.10%,0,126▲,0,126▲
1653,2022-10-01,EQB,65.0,0.00%,126,61▼,0,65▲
1654,2022-11-01,EQB,161.0,0.10%,65,96▲,0,161▲
1655,2022-12-01,EQB,256.0,0.20%,161,95▲,0,256▲
1656,2023-01-01,EQB,41.0,0.00%,256,215▼,0,41▲
1657,2023-02-01,EQB,189.0,0.10%,41,148▲,0,189▲
1658,2023-03-01,EQB,143.0,0.10%,189,46▼,0,143▲
1659,2023-04-01,EQB,135.0,0.10%,143,8▼,0,135▲
1660,2023-05-01,EQB,125.0,0.10%,135,10▼,0,125▲
1661,2023-06-01,EQB,292.0,0.20%,125,167▲,30,262▲
1662,2023-07-01,EQB,120.0,0.10%,292,172▼,90,30▲
1663,2023-08-01,EQB,151.0,0.10%,120,31▲,0,151▲
1664,2023-09-01,EQB,174.0,0.10%,151,23▲,126,48▲
1665,2023-10-01,EQB,120.0,0.10%,174,54▼,65,55▲
1666,2023-11-01,EQB,192.0,0.10%,120,72▲,161,31▲
1667,2023-12-01,EQB,383.0,0.30%,192,191▲,256,127▲
1668,2024-01-01,EQB,93.0,0.10%,383,290▼,41,52▲
1669,2024-02-01,EQB,125.0,0.10%,93,32▲,189,64▼
1670,2024-03-01,EQB,111.0,0.10%,125,14▼,143,32▼
1671,2024-04-01,EQB,70.0,0.00%,111,41▼,135,65▼
1672,2024-05-01,EQB,72.0,0.10%,70,2▲,125,53▼
1673,2024-06-01,EQB,109.0,0.10%,0,109▲,0,109▲
1674,2024-07-01,EQB,64.0,0.00%,109,45▼,0,64▲
1675,2024-08-01,EQB,22.0,0.00%,64,42▼,0,22▲
1676,2024-09-01,EQB,35.0,0.00%,22,13▲,0,35▲
1677,2022-01-01,EQC,50.0,0.00%,0,50▲,12,38▲
1678,2022-02-01,EQC,35.0,0.00%,50,15▼,13,22▲
1679,2022-03-01,EQC,1.0,0.00%,35,34▼,80,79▼
1680,2022-04-01,EQC,2.0,0.00%,1,1▲,137,135▼
1681,2022-05-01,EQC,2.0,0.00%,2,0▼,67,65▼
1682,2022-07-01,EQC,1.0,0.00%,0,1▲,3,2▼
1683,2022-08-01,EQC,1.0,0.00%,1,0▼,0,1▲
1684,2023-06-01,EQC,1.0,0.00%,0,1▲,0,1▲
1685,2023-08-01,EQC,1.0,0.00%,0,1▲,1,0▼
1686,2024-07-01,EQC,1.0,0.00%,0,1▲,0,1▲
1687,2022-08-01,EQE,2.0,0.00%,0,2▲,0,2▲
1688,2022-09-01,EQE,100.0,0.10%,2,98▲,0,100▲
1689,2022-10-01,EQE,297.0,0.20%,100,197▲,0,297▲
1690,2022-11-01,EQE,411.0,0.30%,297,114▲,0,411▲
1691,2022-12-01,EQE,270.0,0.20%,411,141▼,0,270▲
1692,2023-01-01,EQE,65.0,0.10%,270,205▼,0,65▲
1693,2023-02-01,EQE,234.0,0.20%,65,169▲,0,234▲
1694,2023-03-01,EQE,230.0,0.10%,234,4▼,0,230▲
1695,2023-04-01,EQE,152.0,0.10%,230,78▼,0,152▲
1696,2023-05-01,EQE,250.0,0.20%,152,98▲,0,250▲
1697,2023-06-01,EQE,393.0,0.20%,250,143▲,0,393▲
1698,2023-07-01,EQE,219.0,0.20%,393,174▼,0,219▲
1699,2023-08-01,EQE,187.0,0.10%,219,32▼,2,185▲
1700,2023-09-01,EQE,113.0,0.10%,187,74▼,100,13▲
1701,2023-10-01,EQE,52.0,0.00%,113,61▼,297,245▼
1702,2023-11-01,EQE,136.0,0.10%,52,84▲,411,275▼
1703,2023-12-01,EQE,263.0,0.20%,136,127▲,270,7▼
1704,2024-01-01,EQE,55.0,0.00%,263,208▼,65,10▼
1705,2024-02-01,EQE,43.0,0.00%,55,12▼,234,191▼
1706,2024-03-01,EQE,65.0,0.00%,43,22▲,230,165▼
1707,2024-04-01,EQE,45.0,0.00%,65,20▼,152,107▼
1708,2024-05-01,EQE,107.0,0.10%,45,62▲,250,143▼
1709,2024-06-01,EQE,166.0,0.10%,107,59▲,393,227▼
1710,2024-07-01,EQE,63.0,0.00%,166,103▼,219,156▼
1711,2024-08-01,EQE,39.0,0.00%,63,24▼,187,148▼
1712,2024-09-01,EQE,51.0,0.00%,39,12▲,113,62▼
1713,2023-06-01,EQE SUV,1.0,0.00%,0,1▲,0,1▲
1714,2023-07-01,EQE SUV,151.0,0.10%,1,150▲,0,151▲
1715,2023-08-01,EQE SUV,152.0,0.10%,151,1▲,0,152▲
1716,2023-09-01,EQE SUV,129.0,0.10%,152,23▼,0,129▲
1717,2023-10-01,EQE SUV,72.0,0.10%,129,57▼,0,72▲
1718,2023-11-01,EQE SUV,119.0,0.10%,72,47▲,0,119▲
1719,2023-12-01,EQE SUV,260.0,0.20%,119,141▲,0,260▲
1720,2024-01-01,EQE SUV,98.0,0.10%,260,162▼,0,98▲
1721,2024-02-01,EQE SUV,83.0,0.10%,98,15▼,0,83▲
1722,2024-03-01,EQE SUV,238.0,0.20%,83,155▲,0,238▲
1723,2024-04-01,EQE SUV,192.0,0.10%,238,46▼,0,192▲
1724,2024-05-01,EQE SUV,98.0,0.10%,192,94▼,0,98▲
1725,2024-06-01,EQE SUV,129.0,0.10%,98,31▲,1,128▲
1726,2024-07-01,EQE SUV,13.0,0.00%,129,116▼,151,138▼
1727,2024-09-01,EQE SUV,4.0,0.00%,0,4▲,129,125▼
1728,2022-01-01,EQS,45.0,0.00%,134,89▼,0,45▲
1729,2022-02-01,EQS,43.0,0.00%,45,2▼,0,43▲
1730,2022-03-01,EQS,88.0,0.10%,43,45▲,0,88▲
1731,2022-04-01,EQS,72.0,0.10%,88,16▼,0,72▲
1732,2022-05-01,EQS,57.0,0.00%,72,15▼,0,57▲
1733,2022-06-01,EQS,105.0,0.10%,57,48▲,0,105▲
1734,2022-07-01,EQS,181.0,0.10%,105,76▲,0,181▲
1735,2022-08-01,EQS,149.0,0.10%,181,32▼,0,149▲
1736,2022-09-01,EQS,324.0,0.20%,149,175▲,0,324▲
1737,2022-10-01,EQS,316.0,0.20%,324,8▼,0,316▲
1738,2022-11-01,EQS,200.0,0.10%,316,116▼,2,198▲
1739,2022-12-01,EQS,112.0,0.10%,200,88▼,134,22▼
1740,2023-01-01,EQS,26.0,0.00%,112,86▼,45,19▼
1741,2023-02-01,EQS,40.0,0.00%,26,14▲,43,3▼
1742,2023-03-01,EQS,50.0,0.00%,40,10▲,88,38▼
1743,2023-04-01,EQS,64.0,0.00%,50,14▲,72,8▼
1744,2023-05-01,EQS,90.0,0.10%,64,26▲,57,33▲
1745,2023-06-01,EQS,100.0,0.10%,90,10▲,105,5▼
1746,2023-07-01,EQS,41.0,0.00%,100,59▼,181,140▼
1747,2023-08-01,EQS,62.0,0.00%,41,21▲,149,87▼
1748,2023-09-01,EQS,130.0,0.10%,62,68▲,324,194▼
1749,2023-10-01,EQS,65.0,0.00%,130,65▼,316,251▼
1750,2023-11-01,EQS,188.0,0.10%,65,123▲,200,12▼
1751,2023-12-01,EQS,198.0,0.10%,188,10▲,112,86▲
1752,2024-01-01,EQS,13.0,0.00%,198,185▼,26,13▼
1753,2024-02-01,EQS,6.0,0.00%,13,7▼,40,34▼
1754,2024-03-01,EQS,4.0,0.00%,6,2▼,50,46▼
1755,2024-04-01,EQS,15.0,0.00%,4,11▲,64,49▼
1756,2024-05-01,EQS,14.0,0.00%,15,1▼,90,76▼
1757,2024-06-01,EQS,38.0,0.00%,14,24▲,100,62▼
1758,2024-07-01,EQS,13.0,0.00%,38,25▼,41,28▼
1759,2024-08-01,EQS,28.0,0.00%,13,15▲,62,34▼
1760,2022-11-01,EQS SUV,2.0,0.00%,0,2▲,0,2▲
1761,2023-01-01,EQS SUV,2.0,0.00%,0,2▲,0,2▲
1762,2023-02-01,EQS SUV,101.0,0.10%,2,99▲,0,101▲
1763,2023-03-01,EQS SUV,91.0,0.10%,101,10▼,0,91▲
1764,2023-04-01,EQS SUV,60.0,0.00%,91,31▼,0,60▲
1765,2023-05-01,EQS SUV,61.0,0.00%,60,1▲,0,61▲
1766,2023-06-01,EQS SUV,203.0,0.10%,61,142▲,0,203▲
1767,2023-07-01,EQS SUV,105.0,0.10%,203,98▼,0,105▲
1768,2023-08-01,EQS SUV,97.0,0.10%,105,8▼,0,97▲
1769,2023-09-01,EQS SUV,77.0,0.10%,97,20▼,0,77▲
1770,2023-10-01,EQS SUV,65.0,0.00%,77,12▼,0,65▲
1771,2023-11-01,EQS SUV,134.0,0.10%,65,69▲,0,134▲
1772,2023-12-01,EQS SUV,189.0,0.10%,134,55▲,0,189▲
1773,2024-01-01,EQS SUV,38.0,0.00%,189,151▼,2,36▲
1774,2024-02-01,EQS SUV,23.0,0.00%,38,15▼,101,78▼
1775,2024-03-01,EQS SUV,28.0,0.00%,23,5▲,91,63▼
1776,2024-04-01,EQS SUV,42.0,0.00%,28,14▲,60,18▼
1777,2024-05-01,EQS SUV,83.0,0.10%,42,41▲,61,22▲
1778,2024-06-01,EQS SUV,195.0,0.10%,83,112▲,203,8▼
1779,2024-07-01,EQS SUV,25.0,0.00%,195,170▼,105,80▼
1780,2024-09-01,EQS SUV,2.0,0.00%,0,2▲,77,75▼
1781,2022-01-01,ES,407.0,0.40%,632,225▼,0,407▲
1782,2022-02-01,ES,373.0,0.30%,407,34▼,0,373▲
1783,2022-03-01,ES,441.0,0.30%,373,68▲,0,441▲
1784,2022-04-01,ES,383.0,0.30%,441,58▼,0,383▲
1785,2022-05-01,ES,298.0,0.20%,383,85▼,0,298▲
1786,2022-06-01,ES,327.0,0.20%,298,29▲,0,327▲
1787,2022-07-01,ES,257.0,0.20%,327,70▼,0,257▲
1788,2022-08-01,ES,219.0,0.20%,257,38▼,0,219▲
1789,2022-09-01,ES,505.0,0.40%,219,286▲,0,505▲
1790,2022-10-01,ES,341.0,0.20%,505,164▼,526,185▼
1791,2022-11-01,ES,437.0,0.30%,341,96▲,698,261▼
1792,2022-12-01,ES,881.0,0.50%,437,444▲,632,249▲
1793,2023-01-01,ES,476.0,0.40%,881,405▼,407,69▲
1794,2023-02-01,ES,967.0,0.70%,476,491▲,373,594▲
1795,2023-04-01,ES,648.0,0.40%,"1,003",355▼,383,265▲
1796,2023-05-01,ES,546.0,0.40%,648,102▼,298,248▲
1797,2023-06-01,ES,825.0,0.50%,546,279▲,327,498▲
1798,2023-07-01,ES,568.0,0.40%,825,257▼,257,311▲
1799,2023-08-01,ES,589.0,0.50%,568,21▲,219,370▲
1800,2023-09-01,ES,465.0,0.30%,589,124▼,505,40▼
1801,2023-10-01,ES,529.0,0.40%,465,64▲,341,188▲
